location,date,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,Gap,mfg_score
China,2022-02-03,,,210.51,,2
China,2022-02-04,,,210.6,,2
China,2022-02-05,,,210.72,,2
China,2022-02-06,,,210.88,,2
China,2022-02-07,88.82,86.15,211.14,2.6699999999999875,2
China,2022-02-08,,,211.53,,2
China,2022-02-09,,,211.98,,2
China,2022-02-10,,,212.47,,2
China,2022-02-11,,,212.97,,2
China,2022-02-12,,,213.37,,2
China,2022-02-13,,,213.67,,2
China,2022-02-14,,,214.07,,2
China,2022-02-15,,,214.39,,2
China,2022-02-16,,,214.84,,2
China,2022-02-17,,,215.28,,2
China,2022-02-18,88.94,86.44,215.71,2.5,2
China,2022-02-19,,,216.06,,2
China,2022-02-20,,,216.34,,2
China,2022-02-21,,,216.73,,2
China,2022-02-22,,,217.11,,2
China,2022-02-23,,,217.53,,2
China,2022-02-24,,,217.99,,2
China,2022-02-25,89.02,86.58,218.43,2.4399999999999977,2
China,2022-02-26,,,218.79,,2
China,2022-02-27,,,219.1,,2
China,2022-02-28,,,219.5,,2
China,2022-03-01,,,219.91,,2
China,2022-03-02,,,220.32,,2
China,2022-03-03,,,220.71,,2
China,2022-03-04,,,221.08,,2
China,2022-03-05,,,221.4,,2
China,2022-03-06,,,221.66,,2
China,2022-03-07,,,222.0,,2
China,2022-03-08,,,222.31,,2
China,2022-03-09,,,222.67,,2
China,2022-03-10,,,223.02,,2
China,2022-03-11,,,223.39,,2
China,2022-03-12,,,223.68,,2
China,2022-03-13,,,223.95,,2
China,2022-03-14,89.25,86.91,224.3,2.3400000000000034,2
China,2022-03-15,,,224.68,,2
China,2022-03-16,,,225.06,,2
China,2022-03-17,89.31,86.93,225.39,2.3799999999999955,2
China,2022-03-18,89.33,86.94,225.73,2.3900000000000006,2
China,2022-03-19,,,226.03,,2
China,2022-03-20,,,226.27,,2
China,2022-03-21,89.4,86.99,226.55,2.410000000000011,2
China,2022-03-22,,,226.85,,2
China,2022-03-23,,,227.17,,2
China,2022-03-24,89.46,87.02,227.48,2.4399999999999977,2
China,2022-03-25,,,227.76,,2
China,2022-03-26,,,228.03,,2
China,2022-03-27,,,228.28,,2
China,2022-03-28,,,228.56,,2
China,2022-03-29,,,228.85,,2
China,2022-03-30,,,229.13,,2
China,2022-03-31,89.61,87.12,229.39,2.489999999999995,2
China,2022-04-01,,,229.62,,2
China,2022-04-02,,,229.81,,2
China,2022-04-03,,,229.98,,2
China,2022-04-04,,,230.14,,2
China,2022-04-05,89.68,87.19,230.28,2.490000000000009,2
China,2022-04-06,,,230.48,,2
China,2022-04-07,,,230.7,,2
China,2022-04-08,,,230.92,,2
China,2022-04-09,,,231.1,,2
China,2022-04-10,,,231.26,,2
China,2022-04-11,89.78,87.31,231.46,2.469999999999999,2
China,2022-04-12,,,231.65,,2
China,2022-04-13,,,231.85,,2
China,2022-04-14,,,232.04,,2
China,2022-04-15,,,232.22,,2
China,2022-04-16,,,232.37,,2
China,2022-04-17,,,232.5,,2
China,2022-04-18,89.92,87.44,232.66,2.480000000000004,2
China,2022-04-19,,,232.83,,2
China,2022-04-20,,,233.01,,2
China,2022-04-21,,,233.19,,2
China,2022-04-22,,,233.37,,2
China,2022-04-23,,,233.52,,2
China,2022-04-24,,,233.66,,2
China,2022-04-25,,,233.82,,2
China,2022-04-26,,,233.98,,2
China,2022-04-27,90.09,87.62,234.14,2.469999999999999,2
China,2022-04-28,90.11,87.64,234.29,2.469999999999999,2
China,2022-04-29,,,234.45,,2
China,2022-04-30,,,234.56,,2
China,2022-05-01,,,234.63,,2
China,2022-05-02,,,234.7,,2
China,2022-05-03,,,234.78,,2
China,2022-05-04,,,234.84,,2
China,2022-05-05,90.19,87.74,234.92,2.450000000000003,2
China,2022-05-06,,,235.01,,2
China,2022-05-07,,,235.09,,2
China,2022-05-08,,,235.15,,2
China,2022-05-09,,,235.24,,2
China,2022-05-10,,,235.33,,2
China,2022-05-11,,,235.44,,2
China,2022-05-12,90.27,87.85,235.54,2.4200000000000017,2
China,2022-05-13,,,235.65,,2
China,2022-05-14,,,235.74,,2
China,2022-05-15,,,235.81,,2
China,2022-05-16,,,235.9,,2
China,2022-05-17,,,235.99,,2
China,2022-05-18,,,236.09,,2
China,2022-05-19,,,236.18,,2
China,2022-05-20,,,236.28,,2
China,2022-05-21,,,236.36,,2
China,2022-05-22,90.4,88.01,236.42,2.3900000000000006,2
China,2022-05-23,,,236.5,,2
China,2022-05-24,,,236.59,,2
China,2022-05-25,,,236.68,,2
China,2022-05-26,90.44,88.07,236.76,2.3700000000000045,2
China,2022-05-27,,,236.85,,2
China,2022-05-28,,,236.92,,2
China,2022-05-29,,,236.98,,2
China,2022-05-30,,,237.06,,2
China,2022-05-31,,,237.14,,2
China,2022-06-01,90.51,88.15,237.2,2.3599999999999994,2
China,2022-06-02,,,237.26,,2
China,2022-06-03,,,237.28,,2
China,2022-06-04,90.53,88.17,237.32,2.3599999999999994,2
China,2022-06-05,,,237.35,,2
China,2022-06-06,,,237.4,,2
China,2022-06-07,,,237.46,,2
China,2022-06-08,,,237.51,,2
China,2022-06-09,,,237.57,,2
China,2022-06-10,,,237.62,,2
China,2022-06-11,,,237.67,,2
China,2022-06-12,,,237.71,,2
China,2022-06-13,,,237.76,,2
China,2022-06-14,,,237.82,,2
China,2022-06-15,,,237.88,,2
China,2022-06-16,90.63,88.31,237.97,2.319999999999993,2
China,2022-06-17,,,238.02,,2
China,2022-06-18,,,238.06,,2
China,2022-06-19,,,238.1,,2
China,2022-06-20,,,238.15,,2
China,2022-06-21,,,238.2,,2
China,2022-06-22,,,238.25,,2
China,2022-06-23,90.71,88.37,238.31,2.339999999999989,2
China,2022-06-24,,,238.36,,2
China,2022-06-25,,,238.4,,2
China,2022-06-26,,,238.43,,2
China,2022-06-27,90.75,88.4,238.48,2.3499999999999943,2
China,2022-06-28,,,238.53,,2
China,2022-06-29,,,238.58,,2
China,2022-06-30,,,238.63,,2
China,2022-07-01,,,238.67,,2
China,2022-07-02,,,238.7,,2
China,2022-07-03,,,238.73,,2
China,2022-07-04,,,238.77,,2
China,2022-07-05,,,238.81,,2
China,2022-07-06,,,238.86,,2
China,2022-07-07,90.86,88.5,238.91,2.3599999999999994,2
China,2022-07-08,,,238.96,,2
China,2022-07-09,,,239.01,,2
China,2022-07-10,,,239.04,,2
China,2022-07-11,,,239.08,,2
China,2022-07-12,,,239.13,,2
China,2022-07-13,,,239.18,,2
China,2022-07-14,,,239.23,,2
China,2022-07-15,,,239.28,,2
China,2022-07-16,,,239.32,,2
China,2022-07-17,,,239.36,,2
China,2022-07-18,,,239.4,,2
China,2022-07-19,,,239.46,,2
China,2022-07-20,91.04,88.67,239.51,2.3700000000000045,2
China,2022-07-21,,,239.57,,2
China,2022-07-22,91.08,88.71,239.62,2.3700000000000045,2
China,2022-07-23,,,239.67,,2
China,2022-07-24,,,239.7,,2
China,2022-07-25,,,239.76,,2
China,2022-07-26,,,239.81,,2
China,2022-07-27,,,239.87,,2
China,2022-07-28,,,239.93,,2
China,2022-07-29,,,240.0,,2
China,2022-07-30,,,240.05,,2
China,2022-07-31,,,240.11,,2
China,2022-08-01,,,240.14,,2
China,2022-08-02,,,240.16,,2
China,2022-08-03,,,240.19,,2
China,2022-08-04,,,240.22,,2
China,2022-08-05,,,240.24,,2
China,2022-08-06,,,240.26,,2
China,2022-08-07,,,240.27,,2
China,2022-08-08,,,240.29,,2
China,2022-08-09,91.27,88.95,240.31,2.319999999999993,2
China,2022-08-10,,,240.34,,2
China,2022-08-11,,,240.36,,2
China,2022-08-12,,,240.38,,2
China,2022-08-13,,,240.4,,2
China,2022-08-14,,,240.41,,2
China,2022-08-15,,,240.43,,2
China,2022-08-16,,,240.45,,2
China,2022-08-17,,,240.48,,2
China,2022-08-18,,,240.5,,2
China,2022-08-19,,,240.52,,2
China,2022-08-20,,,240.54,,2
China,2022-08-21,,,240.55,,2
China,2022-08-22,,,240.57,,2
China,2022-08-23,,,240.6,,2
China,2022-08-24,,,240.62,,2
China,2022-08-25,,,240.64,,2
China,2022-08-26,,,240.66,,2
China,2022-08-27,,,240.68,,2
China,2022-08-28,,,240.69,,2
China,2022-08-29,,,240.71,,2
China,2022-08-30,,,240.73,,2
China,2022-08-31,,,240.75,,2
China,2022-09-01,,,240.76,,2
China,2022-09-02,,,240.78,,2
China,2022-09-03,,,240.79,,2
China,2022-09-04,,,240.79,,2
China,2022-09-05,,,240.81,,2
China,2022-09-06,,,240.82,,2
China,2022-09-07,91.37,89.11,240.83,2.260000000000005,2
China,2022-09-08,,,240.84,,2
China,2022-09-09,,,240.85,,2
China,2022-09-10,,,240.85,,2
China,2022-09-11,,,240.86,,2
China,2022-09-12,,,240.87,,2
China,2022-09-13,,,240.88,,2
China,2022-09-14,,,240.89,,2
China,2022-09-15,,,240.9,,2
China,2022-09-16,,,240.91,,2
China,2022-09-17,,,240.92,,2
China,2022-09-18,,,240.92,,2
China,2022-09-19,,,240.93,,2
China,2022-09-20,,,240.94,,2
China,2022-09-21,,,240.95,,2
China,2022-09-22,,,240.96,,2
China,2022-09-23,,,240.97,,2
China,2022-09-24,,,240.98,,2
China,2022-09-25,,,240.99,,2
China,2022-09-26,,,241.0,,2
China,2022-09-27,,,241.01,,2
China,2022-09-28,,89.17,241.02,,2
China,2022-09-29,,,241.03,,2
China,2022-09-30,,,241.04,,2
China,2022-10-01,,,241.04,,2
China,2022-10-02,,,241.04,,2
China,2022-10-03,,,241.05,,2
China,2022-10-04,,,241.05,,2
China,2022-10-05,,,241.06,,2
China,2022-10-06,,,241.06,,2
China,2022-10-07,,,241.07,,2
China,2022-10-08,,,241.07,,2
China,2022-10-09,,,241.08,,2
China,2022-10-10,,,241.09,,2
China,2022-10-11,,,241.09,,2
China,2022-10-12,,89.19,241.1,,2
China,2022-10-13,,,241.11,,2
China,2022-10-14,,,241.12,,2
China,2022-10-15,,,241.13,,2
China,2022-10-16,,,241.13,,2
China,2022-10-17,,,241.14,,2
China,2022-10-18,,,241.15,,2
China,2022-10-19,,,241.15,,2
China,2022-10-20,,,241.16,,2
China,2022-10-21,,,241.17,,2
China,2022-10-22,,,241.18,,2
China,2022-10-23,,,241.18,,2
China,2022-10-24,,,241.19,,2
China,2022-10-25,,,241.2,,2
China,2022-10-26,,,241.2,,2
China,2022-10-27,,,241.21,,2
China,2022-10-28,,,241.22,,2
China,2022-10-29,,,241.23,,2
China,2022-10-30,,,241.23,,2
China,2022-10-31,,,241.24,,2
China,2022-11-01,,,241.25,,2
China,2022-11-02,,,241.25,,2
China,2022-11-03,,,241.26,,2
China,2022-11-04,91.44,89.22,241.27,2.219999999999999,2
China,2022-11-05,,,241.28,,2
China,2022-11-06,,,241.28,,2
China,2022-11-07,,,241.29,,2
China,2022-11-08,,,241.3,,2
China,2022-11-09,,,241.31,,2
China,2022-11-10,,,241.31,,2
China,2022-11-11,,,241.32,,2
China,2022-11-12,,,241.33,,2
China,2022-11-13,,,241.34,,2
China,2022-11-14,,,241.35,,2
China,2022-11-15,,,241.36,,2
China,2022-11-16,,,241.37,,2
China,2022-11-17,,,241.38,,2
China,2022-11-18,,,241.4,,2
China,2022-11-19,,,241.41,,2
China,2022-11-20,,,241.42,,2
China,2022-11-21,,,241.43,,2
China,2022-11-22,,,241.44,,2
China,2022-11-23,,,241.45,,2
China,2022-11-24,,,241.46,,2
China,2022-11-25,,,241.47,,2
China,2022-11-26,,,241.48,,2
China,2022-11-27,,,241.49,,2
China,2022-11-28,91.5,89.27,241.5,2.230000000000004,2
China,2022-11-29,,,241.5,,2
China,2022-11-30,,,241.52,,2
China,2022-12-01,,,241.53,,2
China,2022-12-02,,,241.53,,2
China,2022-12-03,,,241.55,,2
China,2022-12-04,,,241.55,,2
China,2022-12-05,,,241.57,,2
China,2022-12-06,,,241.6,,2
China,2022-12-07,,,241.63,,2
China,2022-12-08,,,241.68,,2
China,2022-12-09,,,241.75,,2
China,2022-12-10,,,241.83,,2
China,2022-12-11,,,241.88,,2
China,2022-12-12,,,241.97,,2
China,2022-12-13,91.68,89.35,242.07,2.3300000000000125,2
China,2022-12-14,,,242.18,,2
China,2022-12-15,,,242.27,,2
China,2022-12-16,,,242.37,,2
China,2022-12-17,,,242.43,,2
China,2022-12-18,,,242.48,,2
China,2022-12-19,,,242.54,,2
China,2022-12-20,,,242.76,,2
China,2022-12-21,,,243.02,,2
China,2022-12-22,,,243.17,,2
China,2022-12-23,,,243.33,,2
China,2022-12-24,,,243.42,,2
China,2022-12-25,,,243.48,,2
China,2022-12-26,,,243.58,,2
China,2022-12-27,,,243.66,,2
China,2022-12-28,,,243.74,,2
China,2022-12-29,,,243.81,,2
China,2022-12-30,,,243.88,,2
China,2022-12-31,,,243.92,,2
China,2023-01-01,,,243.95,,2
China,2023-01-02,,,243.98,,2
China,2023-01-03,,,244.03,,2
China,2023-01-04,,,244.08,,2
China,2023-01-05,,,244.14,,2
China,2023-01-06,,,244.22,,2
China,2023-01-07,,,244.27,,2
China,2023-01-08,,,244.3,,2
China,2023-01-09,,,244.39,,2
China,2023-01-10,,,244.44,,2
China,2023-01-11,,,244.48,,2
China,2023-01-12,91.88,89.51,244.59,2.3699999999999903,2
China,2023-01-13,,,244.62,,2
China,2023-01-19,91.89,89.52,244.73,2.3700000000000045,2
China,2023-01-26,91.89,89.53,244.74,2.3599999999999994,2
China,2023-02-02,91.89,89.53,244.79,2.3599999999999994,2
China,2023-02-09,91.89,89.54,244.84,2.3499999999999943,2
Egypt,2021-01-24,0.0,,0.0,,0
Egypt,2021-01-30,0.0,,0.0,,0
Egypt,2021-03-27,0.15,,0.15,,0
Egypt,2021-04-18,0.59,,0.59,,0
Egypt,2021-05-09,0.96,0.21,1.17,0.75,0
Egypt,2021-05-11,1.02,0.21,1.24,0.81,0
Egypt,2021-05-22,1.42,0.27,1.69,1.15,0
Egypt,2021-05-23,1.49,0.28,1.77,1.21,0
Egypt,2021-05-24,1.57,0.28,1.86,1.29,0
Egypt,2021-05-25,1.63,0.28,1.92,1.3499999999999999,0
Egypt,2021-05-29,2.03,0.3,2.33,1.7299999999999998,0
Egypt,2021-06-01,2.22,0.32,2.54,1.9000000000000001,0
Egypt,2021-06-09,2.54,0.47,3.01,2.0700000000000003,0
Egypt,2021-06-12,2.64,0.52,3.16,2.12,0
Egypt,2021-06-14,2.77,0.6,3.38,2.17,0
Egypt,2021-06-16,2.81,0.61,3.42,2.2,0
Egypt,2021-06-20,2.99,0.63,3.61,2.3600000000000003,0
Egypt,2021-06-23,3.08,0.65,3.73,2.43,0
Egypt,2021-06-27,3.14,0.69,3.83,2.45,0
Egypt,2021-06-28,3.16,0.7,3.86,2.46,0
Egypt,2021-07-04,3.21,0.79,4.0,2.42,0
Egypt,2021-07-06,3.21,0.84,4.05,2.37,0
Egypt,2021-07-07,3.22,0.86,4.08,2.3600000000000003,0
Egypt,2021-07-08,3.23,0.88,4.11,2.35,0
Egypt,2021-07-12,3.27,1.29,4.56,1.98,0
Egypt,2021-07-25,3.33,1.45,4.78,1.8800000000000001,0
Egypt,2021-07-26,3.33,1.48,4.81,1.85,0
Egypt,2021-08-01,3.41,1.61,5.02,1.8,0
Egypt,2021-08-05,3.46,1.63,5.09,1.83,0
Egypt,2021-08-10,3.5,1.68,5.18,1.82,0
Egypt,2021-08-16,3.89,1.94,5.84,1.9500000000000002,0
Egypt,2021-08-25,4.6,2.61,7.21,1.9899999999999998,0
Egypt,2021-08-27,5.06,2.82,7.88,2.2399999999999998,0
Egypt,2021-09-01,5.57,2.89,8.46,2.68,0
Egypt,2021-09-05,6.23,3.16,9.39,3.0700000000000003,0
Egypt,2021-09-09,6.38,3.33,9.7,3.05,0
Egypt,2021-09-11,,,10.35,,0
Egypt,2021-09-15,6.98,3.83,10.8,3.1500000000000004,0
Egypt,2021-09-16,7.35,4.33,11.68,3.0199999999999996,0
Egypt,2021-09-23,8.64,4.33,13.57,4.3100000000000005,0
Egypt,2021-09-27,9.48,5.13,14.62,4.3500000000000005,0
Egypt,2021-09-30,10.01,5.27,15.28,4.74,0
Egypt,2021-10-08,12.21,5.95,18.16,6.260000000000001,0
Egypt,2021-10-17,13.96,6.92,20.88,7.040000000000001,0
Egypt,2021-10-23,15.09,7.51,22.6,7.58,0
Egypt,2021-10-29,16.16,9.52,25.06,6.640000000000001,0
Egypt,2021-11-01,16.69,10.0,26.07,6.690000000000001,0
Egypt,2021-11-06,17.54,10.64,27.54,6.899999999999999,0
Egypt,2021-11-10,19.03,11.96,30.33,7.07,0
Egypt,2021-11-13,19.6,12.48,31.42,7.120000000000001,0
Egypt,2021-11-20,21.31,12.63,33.25,8.679999999999998,0
Egypt,2021-11-28,22.92,13.76,35.96,9.160000000000002,0
Egypt,2021-11-29,23.36,13.98,36.62,9.379999999999999,0
Egypt,2021-12-04,24.6,14.85,38.71,9.750000000000002,0
Egypt,2021-12-06,25.21,15.16,39.62,10.05,0
Egypt,2021-12-11,26.61,15.83,41.66,10.78,0
Egypt,2021-12-14,27.49,16.4,43.1,11.09,0
Egypt,2021-12-18,28.42,17.2,44.82,11.220000000000002,0
Egypt,2021-12-20,28.92,17.64,45.76,11.280000000000001,0
Egypt,2021-12-24,29.82,18.58,47.59,11.240000000000002,0
Egypt,2022-01-04,31.85,20.57,51.8,11.280000000000001,0
Egypt,2022-01-08,32.36,21.23,53.01,11.129999999999999,0
Egypt,2022-01-15,33.25,22.38,55.16,10.870000000000001,0
Egypt,2022-01-21,33.84,23.19,56.6,10.650000000000002,0
Egypt,2022-01-24,34.1,23.62,57.33,10.48,0
Egypt,2022-01-30,34.52,24.48,58.61,10.040000000000003,0
Egypt,2022-02-06,35.28,25.62,60.56,9.66,0
Egypt,2022-02-09,35.42,25.93,61.02,9.490000000000002,0
Egypt,2022-02-19,36.12,26.55,62.51,9.569999999999997,0
Egypt,2022-02-26,36.73,26.99,63.69,9.739999999999998,0
Egypt,2022-03-01,37.11,27.19,64.3,9.919999999999998,0
Egypt,2022-03-15,39.41,28.16,67.91,11.249999999999996,0
Egypt,2022-03-20,40.12,28.58,69.12,11.54,0
Egypt,2022-03-27,40.65,29.02,70.26,11.629999999999999,0
Egypt,2022-04-12,41.34,30.13,72.2,11.210000000000004,0
Egypt,2022-04-23,41.65,30.75,73.33,10.899999999999999,0
Egypt,2022-04-30,41.8,31.02,73.9,10.779999999999998,0
Egypt,2022-05-04,41.83,31.07,74.01,10.759999999999998,0
Egypt,2022-05-08,41.89,31.15,74.22,10.740000000000002,0
Egypt,2022-05-14,42.0,31.29,74.63,10.71,0
Egypt,2022-05-15,42.03,31.32,74.7,10.71,0
Egypt,2022-05-30,43.11,,76.82,,0
Egypt,2022-06-05,43.11,,77.6,,0
Egypt,2022-06-14,,,79.33,,0
Egypt,2022-06-20,,,80.33,,0
Egypt,2022-06-27,43.5,31.66,81.43,11.84,0
Egypt,2022-06-29,45.41,33.6,82.39,11.809999999999995,0
Egypt,2022-07-05,45.71,33.84,83.13,11.869999999999997,0
Egypt,2022-07-16,45.93,34.1,83.8,11.829999999999998,0
Egypt,2022-07-19,46.31,34.52,84.95,11.79,0
Egypt,2022-07-27,46.6,34.78,85.79,11.82,0
Egypt,2022-08-07,46.91,35.02,86.64,11.889999999999993,0
Egypt,2022-08-15,47.04,35.12,86.98,11.920000000000002,0
Egypt,2022-08-21,47.2,35.25,87.46,11.950000000000003,0
Egypt,2022-08-30,47.34,35.37,87.9,11.970000000000006,0
Egypt,2022-09-04,47.41,35.43,88.12,11.979999999999997,0
Egypt,2022-09-11,47.47,35.47,88.31,12.0,0
Egypt,2022-09-25,47.59,35.57,88.68,12.020000000000003,0
Egypt,2022-09-29,47.75,35.67,89.12,12.079999999999998,0
Egypt,2022-10-23,48.16,35.92,90.2,12.239999999999995,0
Egypt,2022-10-30,48.2,35.96,90.37,12.240000000000002,0
Egypt,2022-11-06,48.25,36.0,90.5,12.25,0
Egypt,2022-11-14,48.28,36.03,90.6,12.25,0
Egypt,2022-11-27,48.33,36.07,90.77,12.259999999999998,0
Egypt,2022-12-04,48.36,36.08,90.84,12.280000000000001,0
Egypt,2022-12-18,48.41,36.12,90.99,12.29,0
Egypt,2023-01-03,48.43,36.13,91.06,12.299999999999997,0
Egypt,2023-01-15,48.48,36.17,91.2,12.309999999999995,0
Egypt,2023-01-22,48.51,36.19,91.32,12.32,0
Egypt,2023-01-29,48.52,36.19,91.37,12.330000000000005,0
Egypt,2023-01-31,48.69,36.34,91.98,12.349999999999994,0
Egypt,2023-02-19,49.37,36.82,94.16,12.549999999999997,0
Egypt,2023-02-26,49.69,37.03,95.05,12.659999999999997,0
Egypt,2023-03-19,50.52,37.57,97.45,12.950000000000003,0
Egypt,2023-03-26,50.64,37.65,99.56,12.990000000000002,0
Egypt,2023-04-02,50.82,37.8,100.05,13.020000000000003,0
Egypt,2023-04-09,50.92,37.89,100.51,13.030000000000001,0
Egypt,2023-04-25,51.09,38.04,101.17,13.050000000000004,0
Egypt,2023-05-21,51.27,38.15,101.52,13.120000000000005,0
Ethiopia,2021-04-08,0.35,,0.35,,0
Ethiopia,2021-04-28,0.87,,0.87,,0
Ethiopia,2021-04-29,0.89,,0.89,,0
Ethiopia,2021-04-30,0.9,,0.9,,0
Ethiopia,2021-05-01,0.92,,0.92,,0
Ethiopia,2021-05-02,0.92,,0.92,,0
Ethiopia,2021-05-03,0.95,,0.95,,0
Ethiopia,2021-05-04,0.97,,0.97,,0
Ethiopia,2021-05-05,0.99,,0.99,,0
Ethiopia,2021-05-06,1.0,,1.0,,0
Ethiopia,2021-05-07,1.04,,1.04,,0
Ethiopia,2021-05-08,1.05,,1.05,,0
Ethiopia,2021-05-09,1.05,,1.05,,0
Ethiopia,2021-05-10,1.05,,1.05,,0
Ethiopia,2021-05-11,1.1,,1.1,,0
Ethiopia,2021-05-12,1.13,,1.13,,0
Ethiopia,2021-05-13,1.15,,1.15,,0
Ethiopia,2021-05-14,1.16,,1.16,,0
Ethiopia,2021-05-15,1.18,,1.18,,0
Ethiopia,2021-05-16,1.18,,1.18,,0
Ethiopia,2021-05-17,1.19,,1.19,,0
Ethiopia,2021-05-18,1.2,,1.2,,0
Ethiopia,2021-05-19,1.22,,1.22,,0
Ethiopia,2021-05-20,1.24,,1.24,,0
Ethiopia,2021-05-21,1.28,,1.28,,0
Ethiopia,2021-05-22,1.31,,1.31,,0
Ethiopia,2021-05-23,1.34,,1.34,,0
Ethiopia,2021-05-24,1.37,,1.37,,0
Ethiopia,2021-05-25,1.39,,1.39,,0
Ethiopia,2021-05-26,1.41,,1.41,,0
Ethiopia,2021-05-27,1.45,,1.45,,0
Ethiopia,2021-05-28,1.46,,1.46,,0
Ethiopia,2021-05-29,1.46,,1.46,,0
Ethiopia,2021-05-30,1.46,,1.46,,0
Ethiopia,2021-05-31,1.47,,1.47,,0
Ethiopia,2021-06-01,1.48,,1.48,,0
Ethiopia,2021-06-02,1.49,,1.49,,0
Ethiopia,2021-06-03,1.5,,1.5,,0
Ethiopia,2021-06-04,1.51,,1.51,,0
Ethiopia,2021-06-05,1.52,,1.52,,0
Ethiopia,2021-06-06,1.53,,1.53,,0
Ethiopia,2021-06-07,1.53,,1.53,,0
Ethiopia,2021-06-08,1.54,,1.54,,0
Ethiopia,2021-06-09,1.54,,1.54,,0
Ethiopia,2021-06-10,1.56,,1.56,,0
Ethiopia,2021-06-11,1.57,,1.57,,0
Ethiopia,2021-06-12,1.57,,1.57,,0
Ethiopia,2021-06-13,1.57,,1.57,,0
Ethiopia,2021-06-14,1.58,,1.58,,0
Ethiopia,2021-06-15,1.58,,1.58,,0
Ethiopia,2021-06-16,1.59,,1.59,,0
Ethiopia,2021-06-17,1.59,,1.59,,0
Ethiopia,2021-06-18,1.6,,1.6,,0
Ethiopia,2021-06-19,1.6,,1.6,,0
Ethiopia,2021-06-20,1.6,,1.6,,0
Ethiopia,2021-06-22,1.61,,1.61,,0
Ethiopia,2021-06-23,1.61,,1.61,,0
Ethiopia,2021-06-24,1.61,,1.61,,0
Ethiopia,2021-06-25,1.61,,1.61,,0
Ethiopia,2021-06-26,1.61,,1.61,,0
Ethiopia,2021-06-27,1.61,,1.61,,0
Ethiopia,2021-06-28,1.62,,1.62,,0
Ethiopia,2021-06-29,1.63,,1.63,,0
Ethiopia,2021-06-30,1.64,,1.64,,0
Ethiopia,2021-07-01,1.64,,1.64,,0
Ethiopia,2021-07-02,1.65,,1.65,,0
Ethiopia,2021-07-03,1.65,,1.65,,0
Ethiopia,2021-07-04,1.65,,1.65,,0
Ethiopia,2021-07-05,1.66,,1.66,,0
Ethiopia,2021-07-06,1.66,,1.66,,0
Ethiopia,2021-07-07,1.66,,1.66,,0
Ethiopia,2021-07-08,1.67,,1.67,,0
Ethiopia,2021-07-09,1.67,,1.67,,0
Ethiopia,2021-07-10,1.67,,1.67,,0
Ethiopia,2021-07-11,1.67,,1.67,,0
Ethiopia,2021-07-12,1.67,,1.67,,0
Ethiopia,2021-07-13,1.67,,1.67,,0
Ethiopia,2021-07-14,1.68,,1.68,,0
Ethiopia,2021-07-15,1.69,,1.69,,0
Ethiopia,2021-07-16,1.71,,1.71,,0
Ethiopia,2021-07-17,1.73,,1.73,,0
Ethiopia,2021-07-20,1.74,,1.74,,0
Ethiopia,2021-07-22,1.75,,1.75,,0
Ethiopia,2021-07-23,1.75,,1.75,,0
Ethiopia,2021-07-24,1.76,,1.76,,0
Ethiopia,2021-07-25,1.76,,1.76,,0
Ethiopia,2021-07-26,1.77,,1.77,,0
Ethiopia,2021-07-27,1.77,,1.77,,0
Ethiopia,2021-07-28,1.78,,1.78,,0
Ethiopia,2021-07-29,1.79,,1.79,,0
Ethiopia,2021-07-30,1.8,,1.8,,0
Ethiopia,2021-07-31,1.8,,1.8,,0
Ethiopia,2021-08-02,1.8,,1.8,,0
Ethiopia,2021-08-03,1.81,,1.81,,0
Ethiopia,2021-08-04,1.82,,1.82,,0
Ethiopia,2021-08-05,1.83,,1.83,,0
Ethiopia,2021-08-06,1.84,,1.84,,0
Ethiopia,2021-08-08,1.84,,1.84,,0
Ethiopia,2021-08-09,1.85,,1.85,,0
Ethiopia,2021-08-10,1.86,,1.86,,0
Ethiopia,2021-08-11,1.86,,1.86,,0
Ethiopia,2021-08-12,1.87,,1.87,,0
Ethiopia,2021-08-13,1.87,,1.87,,0
Ethiopia,2021-08-16,1.88,,1.88,,0
Ethiopia,2021-08-17,1.89,,1.89,,0
Ethiopia,2021-08-23,,,1.9,,0
Ethiopia,2021-08-24,,,1.93,,0
Ethiopia,2021-08-25,,,1.94,,0
Ethiopia,2021-08-26,,,1.94,,0
Ethiopia,2021-08-27,,,1.97,,0
Ethiopia,2021-08-28,,,1.97,,0
Ethiopia,2021-08-29,,,1.97,,0
Ethiopia,2021-08-30,,,1.99,,0
Ethiopia,2021-08-31,,,1.99,,0
Ethiopia,2021-09-01,,,1.99,,0
Ethiopia,2021-09-02,,,2.02,,0
Ethiopia,2021-09-03,,,2.04,,0
Ethiopia,2021-09-04,,,2.04,,0
Ethiopia,2021-09-05,,,2.04,,0
Ethiopia,2021-09-06,,,2.09,,0
Ethiopia,2021-09-07,,,2.09,,0
Ethiopia,2021-09-08,,,2.15,,0
Ethiopia,2021-09-09,,,2.23,,0
Ethiopia,2021-09-11,,,2.23,,0
Ethiopia,2021-09-13,1.89,,2.29,,0
Ethiopia,2021-09-14,1.9,,2.31,,0
Ethiopia,2021-09-15,1.92,,2.33,,0
Ethiopia,2021-09-16,1.94,,2.36,,0
Ethiopia,2021-09-17,1.96,,2.4,,0
Ethiopia,2021-09-18,1.96,,2.4,,0
Ethiopia,2021-09-19,1.98,,2.45,,0
