location,date,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,Gap,mfg_score
Bangladesh,2023-06-18,88.42,82.34,209.9,6.079999999999998,0
Bangladesh,2023-06-19,88.42,82.37,209.93,6.049999999999997,0
Bangladesh,2023-06-20,88.43,82.44,210.0,5.990000000000009,0
Bangladesh,2023-06-21,88.43,82.46,210.03,5.970000000000013,0
Bangladesh,2023-06-22,88.43,82.48,210.06,5.950000000000003,0
Bangladesh,2023-06-24,88.43,82.48,210.06,5.950000000000003,0
Bangladesh,2023-06-25,88.43,82.49,210.08,5.940000000000012,0
Bangladesh,2023-06-26,88.43,82.49,210.09,5.940000000000012,0
Bangladesh,2023-07-01,88.43,82.49,210.09,5.940000000000012,0
Bangladesh,2023-07-02,88.43,82.49,210.09,5.940000000000012,0
Bangladesh,2023-07-03,88.43,82.5,210.1,5.930000000000007,0
Bangladesh,2023-07-04,88.43,82.5,210.11,5.930000000000007,0
Bangladesh,2023-07-06,88.43,82.51,210.14,5.920000000000002,0
Bangladesh,2023-07-08,88.45,82.56,210.33,5.890000000000001,0
Bangladesh,2023-07-09,88.46,82.63,210.53,5.829999999999998,0
Bangladesh,2023-07-11,88.47,82.78,210.88,5.689999999999998,0
Bangladesh,2023-07-12,88.47,82.8,210.93,5.670000000000002,0
Bangladesh,2023-07-15,88.48,82.81,210.95,5.670000000000002,0
Bangladesh,2023-07-17,88.48,82.84,211.0,5.640000000000001,0
Bangladesh,2023-07-18,88.48,82.87,211.03,5.609999999999999,0
Bangladesh,2023-07-19,88.48,82.89,211.05,5.590000000000003,0
Bangladesh,2023-07-20,88.48,82.9,211.06,5.579999999999998,0
Bangladesh,2023-07-22,88.48,82.9,211.06,5.579999999999998,0
Bangladesh,2023-07-23,88.48,82.91,211.07,5.570000000000007,0
Bangladesh,2023-07-24,88.49,82.92,211.09,5.569999999999993,0
Bangladesh,2023-07-25,88.49,82.93,211.1,5.559999999999988,0
Bangladesh,2023-07-26,88.49,82.94,211.11,5.549999999999997,0
Bangladesh,2023-07-27,88.49,82.95,211.12,5.539999999999992,0
Bangladesh,2023-07-30,88.49,82.98,211.16,5.509999999999991,0
Bangladesh,2023-07-31,88.49,82.99,211.16,5.5,0
Bangladesh,2023-08-01,88.49,82.99,211.17,5.5,0
Bangladesh,2023-08-02,88.49,83.0,211.18,5.489999999999995,0
Bangladesh,2023-08-03,88.49,83.01,211.18,5.47999999999999,0
Bangladesh,2023-08-05,88.49,83.01,211.18,5.47999999999999,0
Bangladesh,2023-08-07,88.49,83.01,211.19,5.47999999999999,0
Bangladesh,2023-08-09,88.49,83.02,211.2,5.469999999999999,0
Bangladesh,2023-08-10,88.49,83.02,211.2,5.469999999999999,0
Bangladesh,2023-08-12,88.49,83.02,211.2,5.469999999999999,0
Bangladesh,2023-08-13,88.49,83.02,211.2,5.469999999999999,0
Bangladesh,2023-08-14,88.49,83.02,211.2,5.469999999999999,0
Bangladesh,2023-08-16,88.49,83.02,211.2,5.469999999999999,0
Bangladesh,2023-08-17,88.49,83.03,211.22,5.459999999999994,0
Bangladesh,2023-08-19,88.49,83.03,211.22,5.459999999999994,0
Bangladesh,2023-08-20,88.5,83.03,211.23,5.469999999999999,0
Bangladesh,2023-08-21,88.5,83.04,211.24,5.459999999999994,0
Bangladesh,2023-08-22,88.5,83.04,211.25,5.459999999999994,0
Bangladesh,2023-08-23,88.5,83.05,211.25,5.450000000000003,0
Bangladesh,2023-08-24,88.5,83.05,211.26,5.450000000000003,0
Bangladesh,2023-08-26,88.5,83.05,211.26,5.450000000000003,0
Bangladesh,2023-08-27,88.5,83.05,211.26,5.450000000000003,0
Bangladesh,2023-08-28,88.5,83.05,211.26,5.450000000000003,0
Bangladesh,2023-08-29,88.5,83.05,211.26,5.450000000000003,0
Bangladesh,2023-08-30,88.5,83.05,211.26,5.450000000000003,0
Bangladesh,2023-09-02,88.5,83.05,211.26,5.450000000000003,0
Bangladesh,2023-09-03,88.5,83.05,211.26,5.450000000000003,0
Bangladesh,2023-09-04,88.5,83.05,211.26,5.450000000000003,0
Bangladesh,2023-09-05,88.5,83.05,211.26,5.450000000000003,0
Bangladesh,2023-09-07,88.5,83.05,211.26,5.450000000000003,0
Bangladesh,2023-09-10,88.5,83.05,211.26,5.450000000000003,0
Bangladesh,2023-09-11,88.5,83.05,211.26,5.450000000000003,0
Bangladesh,2023-09-12,88.5,83.06,211.27,5.439999999999998,0
Bangladesh,2023-09-13,88.5,83.06,211.27,5.439999999999998,0
Bangladesh,2023-09-16,88.5,83.06,211.27,5.439999999999998,0
Bangladesh,2023-09-17,88.5,83.06,211.27,5.439999999999998,0
Bangladesh,2023-09-18,88.5,83.06,211.27,5.439999999999998,0
Bangladesh,2023-09-19,88.5,83.06,211.27,5.439999999999998,0
Bangladesh,2023-09-20,88.5,83.06,211.27,5.439999999999998,0
Bangladesh,2023-09-23,88.5,83.06,211.27,5.439999999999998,0
Bangladesh,2023-09-24,88.5,83.06,211.27,5.439999999999998,0
Bangladesh,2023-09-26,88.5,83.06,211.27,5.439999999999998,0
Bangladesh,2023-09-27,88.5,83.06,211.27,5.439999999999998,0
Bangladesh,2023-09-30,88.5,83.06,211.27,5.439999999999998,0
Bangladesh,2023-10-01,88.5,83.06,211.27,5.439999999999998,0
Bangladesh,2023-10-02,88.5,83.06,211.27,5.439999999999998,0
Bangladesh,2023-10-03,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2023-10-04,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2023-10-05,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2023-10-07,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2023-10-08,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2023-10-09,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2023-10-10,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2023-10-11,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2023-10-12,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2023-10-16,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2023-10-17,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2023-10-18,88.5,,211.28,,0
Bangladesh,2023-10-19,,83.06,,,0
Bangladesh,2023-10-29,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-01-21,,83.06,211.28,,0
Bangladesh,2024-01-22,88.5,,211.28,,0
Bangladesh,2024-01-23,,83.06,211.28,,0
Bangladesh,2024-01-24,88.5,,211.28,,0
Bangladesh,2024-01-25,,83.06,,,0
Bangladesh,2024-01-28,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-01-29,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-01-30,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-01-31,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-02-04,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-02-05,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-02-06,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-02-07,,,211.28,,0
Bangladesh,2024-02-08,88.5,83.06,,5.439999999999998,0
Bangladesh,2024-02-10,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-02-11,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-02-12,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-02-13,,,211.28,,0
Bangladesh,2024-02-14,88.5,83.06,,5.439999999999998,0
Bangladesh,2024-02-17,,,211.28,,0
Bangladesh,2024-02-18,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-02-19,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-02-21,,,211.28,,0
Bangladesh,2024-02-22,88.5,83.06,,5.439999999999998,0
Bangladesh,2024-02-24,,,211.28,,0
Bangladesh,2024-02-26,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-02-27,,,211.28,,0
Bangladesh,2024-02-28,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-03-02,,,211.28,,0
Bangladesh,2024-03-03,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-03-04,,,211.28,,0
Bangladesh,2024-03-05,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-03-06,,,211.28,,0
Bangladesh,2024-03-07,88.5,83.06,,5.439999999999998,0
Bangladesh,2024-03-09,,83.06,211.28,,0
Bangladesh,2024-03-10,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-03-11,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-03-12,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-03-13,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-03-17,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-03-18,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-03-19,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-03-20,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-03-23,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-03-24,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-03-26,88.5,83.06,211.28,5.439999999999998,0
Bangladesh,2024-03-27,88.5,83.07,211.29,5.430000000000007,0
Bangladesh,2024-03-30,88.5,83.07,211.29,5.430000000000007,0
Bangladesh,2024-03-31,88.5,83.07,211.29,5.430000000000007,0
Bangladesh,2024-04-01,88.5,83.07,211.29,5.430000000000007,0
Bangladesh,2024-04-02,88.5,83.07,211.29,5.430000000000007,0
Bangladesh,2024-04-03,88.5,83.07,211.29,5.430000000000007,0
Bangladesh,2024-04-08,88.5,83.07,211.29,5.430000000000007,0
Bangladesh,2024-04-15,88.5,83.07,211.3,5.430000000000007,0
Bangladesh,2024-04-17,88.5,83.07,211.3,5.430000000000007,0
Bangladesh,2024-04-20,88.5,83.07,211.3,5.430000000000007,0
Bangladesh,2024-04-21,88.5,83.07,211.3,5.430000000000007,0
Bangladesh,2024-04-22,88.5,83.07,211.31,5.430000000000007,0
Bangladesh,2024-04-23,88.5,83.07,211.31,5.430000000000007,0
Bangladesh,2024-04-24,88.5,83.07,211.31,5.430000000000007,0
Bangladesh,2024-04-27,,83.07,211.31,,0
Bangladesh,2024-04-28,88.5,,,,0
Bangladesh,2024-04-29,88.5,83.07,211.31,5.430000000000007,0
Bangladesh,2024-05-04,,,211.31,,0
Bangladesh,2024-05-05,88.5,83.07,211.31,5.430000000000007,0
Bangladesh,2024-05-11,88.5,83.07,211.31,5.430000000000007,0
Bangladesh,2024-05-13,88.5,83.07,211.31,5.430000000000007,0
Bangladesh,2024-05-14,88.5,83.07,211.31,5.430000000000007,0
Bangladesh,2024-05-19,88.5,83.07,211.32,5.430000000000007,0
Bangladesh,2024-05-20,,83.07,211.32,,0
Bangladesh,2024-05-21,88.5,,,,0
Bangladesh,2024-05-27,,83.07,211.32,,0
Bangladesh,2024-06-01,88.5,83.07,211.32,5.430000000000007,0
Bangladesh,2024-06-05,,,211.32,,0
Bangladesh,2024-06-06,88.5,83.07,,5.430000000000007,0
Bangladesh,2024-06-08,88.5,83.07,211.32,5.430000000000007,0
Bangladesh,2024-06-10,88.5,,211.32,,0
Bangladesh,2024-06-11,,83.07,,,0
Bangladesh,2024-06-22,88.5,,211.32,,0
Bangladesh,2024-07-01,,83.07,211.32,,0
Bangladesh,2024-07-02,88.5,,,,0
Brazil,2021-01-17,0.0,,0.0,,1
Brazil,2021-01-18,0.0,,0.0,,1
Brazil,2021-01-19,0.01,,0.01,,1
Brazil,2021-01-20,0.05,,0.05,,1
Brazil,2021-01-21,0.09,,0.09,,1
Brazil,2021-01-22,0.21,,0.21,,1
Brazil,2021-01-23,0.27,,0.27,,1
Brazil,2021-01-24,0.29,,0.29,,1
Brazil,2021-01-25,0.37,,0.37,,1
Brazil,2021-01-26,0.49,,0.49,,1
Brazil,2021-01-27,0.62,,0.62,,1
Brazil,2021-01-28,0.73,,0.73,,1
Brazil,2021-01-29,0.89,,0.89,,1
Brazil,2021-01-30,0.95,,0.95,,1
Brazil,2021-01-31,0.97,,0.97,,1
Brazil,2021-02-01,1.06,,1.06,,1
Brazil,2021-02-02,1.17,,1.17,,1
Brazil,2021-02-03,1.3,,1.3,,1
Brazil,2021-02-04,1.43,,1.43,,1
Brazil,2021-02-05,1.58,0.0,1.58,1.58,1
Brazil,2021-02-06,1.64,0.01,1.65,1.63,1
Brazil,2021-02-07,1.66,0.01,1.67,1.65,1
Brazil,2021-02-08,1.76,0.02,1.77,1.74,1
Brazil,2021-02-09,1.89,0.02,1.91,1.8699999999999999,1
Brazil,2021-02-10,2.01,0.04,2.05,1.9699999999999998,1
Brazil,2021-02-11,2.13,0.05,2.18,2.08,1
Brazil,2021-02-12,2.3,0.08,2.38,2.2199999999999998,1
Brazil,2021-02-13,2.34,0.09,2.43,2.25,1
Brazil,2021-02-14,2.36,0.1,2.46,2.26,1
Brazil,2021-02-15,2.47,0.13,2.61,2.3400000000000003,1
Brazil,2021-02-16,2.47,0.26,2.73,2.21,1
Brazil,2021-02-17,2.55,0.34,2.88,2.21,1
Brazil,2021-02-18,2.62,0.42,3.04,2.2,1
Brazil,2021-02-19,2.67,0.49,3.16,2.1799999999999997,1
Brazil,2021-02-20,2.7,0.53,3.23,2.17,1
Brazil,2021-02-21,2.72,0.54,3.26,2.18,1
Brazil,2021-02-22,2.79,0.6,3.39,2.19,1
Brazil,2021-02-23,2.84,0.67,3.51,2.17,1
Brazil,2021-02-24,2.88,0.74,3.62,2.1399999999999997,1
Brazil,2021-02-25,2.95,0.82,3.76,2.1300000000000003,1
Brazil,2021-02-26,2.99,0.88,3.87,2.1100000000000003,1
Brazil,2021-02-27,3.03,0.89,3.92,2.1399999999999997,1
Brazil,2021-02-28,3.04,0.89,3.93,2.15,1
Brazil,2021-03-01,3.16,0.95,4.11,2.21,1
Brazil,2021-03-02,3.3,1.0,4.31,2.3,1
Brazil,2021-03-03,3.45,1.08,4.52,2.37,1
Brazil,2021-03-04,3.58,1.15,4.72,2.43,1
Brazil,2021-03-05,3.7,1.22,4.91,2.4800000000000004,1
Brazil,2021-03-06,3.78,1.25,5.03,2.53,1
Brazil,2021-03-07,3.82,1.26,5.08,2.5599999999999996,1
Brazil,2021-03-08,3.95,1.32,5.27,2.63,1
Brazil,2021-03-09,4.07,1.39,5.46,2.6800000000000006,1
Brazil,2021-03-10,4.19,1.47,5.66,2.7200000000000006,1
Brazil,2021-03-11,4.32,1.54,5.86,2.7800000000000002,1
Brazil,2021-03-12,4.43,1.61,6.05,2.8199999999999994,1
Brazil,2021-03-13,4.49,1.65,6.14,2.8400000000000003,1
Brazil,2021-03-14,4.51,1.66,6.17,2.8499999999999996,1
Brazil,2021-03-15,4.69,1.71,6.39,2.9800000000000004,1
Brazil,2021-03-16,4.83,1.76,6.59,3.0700000000000003,1
Brazil,2021-03-17,4.98,1.82,6.8,3.16,1
Brazil,2021-03-18,5.13,1.87,7.01,3.26,1
Brazil,2021-03-19,5.35,1.91,7.26,3.4399999999999995,1
Brazil,2021-03-20,5.45,1.92,7.38,3.5300000000000002,1
Brazil,2021-03-21,5.49,1.93,7.42,3.5600000000000005,1
Brazil,2021-03-22,5.72,1.97,7.69,3.75,1
Brazil,2021-03-23,5.95,2.02,7.97,3.93,1
Brazil,2021-03-24,6.24,2.07,8.31,4.17,1
Brazil,2021-03-25,6.55,2.11,8.66,4.4399999999999995,1
Brazil,2021-03-26,6.93,2.16,9.09,4.77,1
Brazil,2021-03-27,7.1,2.17,9.27,4.93,1
Brazil,2021-03-28,7.21,2.18,9.39,5.029999999999999,1
Brazil,2021-03-29,7.59,2.24,9.83,5.35,1
Brazil,2021-03-30,7.89,2.3,10.19,5.59,1
Brazil,2021-03-31,8.24,2.37,10.61,5.87,1
Brazil,2021-04-01,8.66,2.43,11.09,6.23,1
Brazil,2021-04-02,8.78,2.45,11.23,6.329999999999999,1
Brazil,2021-04-03,8.93,2.49,11.41,6.4399999999999995,1
Brazil,2021-04-04,9.06,2.51,11.57,6.550000000000001,1
Brazil,2021-04-05,9.31,2.6,11.92,6.710000000000001,1
Brazil,2021-04-06,9.68,2.73,12.42,6.949999999999999,1
Brazil,2021-04-07,10.0,2.84,12.84,7.16,1
Brazil,2021-04-08,10.33,2.98,13.31,7.35,1
Brazil,2021-04-09,10.54,3.18,13.72,7.359999999999999,1
Brazil,2021-04-10,10.73,3.25,13.97,7.48,1
Brazil,2021-04-11,10.82,3.28,14.1,7.540000000000001,1
Brazil,2021-04-12,11.1,3.44,14.54,7.66,1
Brazil,2021-04-13,11.37,3.6,14.96,7.77,1
Brazil,2021-04-14,11.61,3.79,15.4,7.819999999999999,1
Brazil,2021-04-15,11.83,3.98,15.81,7.85,1
Brazil,2021-04-16,11.99,4.27,16.25,7.720000000000001,1
Brazil,2021-04-17,12.11,4.42,16.54,7.6899999999999995,1
Brazil,2021-04-18,12.17,4.46,16.63,7.71,1
Brazil,2021-04-19,12.4,4.74,17.14,7.66,1
Brazil,2021-04-20,12.63,4.98,17.61,7.65,1
Brazil,2021-04-21,12.78,5.09,17.87,7.6899999999999995,1
Brazil,2021-04-22,12.95,5.3,18.25,7.6499999999999995,1
Brazil,2021-04-23,13.37,5.71,19.08,7.659999999999999,1
Brazil,2021-04-24,13.46,5.81,19.27,7.650000000000001,1
Brazil,2021-04-25,13.49,5.85,19.33,7.640000000000001,1
Brazil,2021-04-26,13.75,6.12,19.87,7.63,1
Brazil,2021-04-27,14.06,6.51,20.57,7.550000000000001,1
Brazil,2021-04-28,14.28,6.8,21.08,7.4799999999999995,1
Brazil,2021-04-29,14.51,7.05,21.56,7.46,1
Brazil,2021-04-30,14.72,7.29,22.01,7.430000000000001,1
Brazil,2021-05-01,14.78,7.35,22.14,7.43,1
Brazil,2021-05-02,14.81,7.37,22.18,7.44,1
Brazil,2021-05-03,15.02,7.57,22.59,7.449999999999999,1
Brazil,2021-05-04,15.28,7.77,23.05,7.51,1
Brazil,2021-05-05,15.55,7.94,23.49,7.61,1
Brazil,2021-05-06,15.92,8.06,23.98,7.859999999999999,1
Brazil,2021-05-07,16.26,8.19,24.45,8.070000000000002,1
Brazil,2021-05-08,16.37,8.23,24.6,8.14,1
Brazil,2021-05-09,16.4,8.24,24.65,8.159999999999998,1
Brazil,2021-05-10,16.69,8.4,25.08,8.290000000000001,1
Brazil,2021-05-11,16.96,8.54,25.5,8.420000000000002,1
Brazil,2021-05-12,17.29,8.67,25.97,8.62,1
Brazil,2021-05-13,17.54,8.74,26.28,8.799999999999999,1
Brazil,2021-05-14,17.8,8.82,26.62,8.98,1
Brazil,2021-05-15,17.91,8.87,26.78,9.040000000000001,1
Brazil,2021-05-16,18.0,8.91,26.91,9.09,1
Brazil,2021-05-17,18.25,9.02,27.27,9.23,1
Brazil,2021-05-18,18.53,9.15,27.68,9.38,1
Brazil,2021-05-19,18.78,9.26,28.04,9.520000000000001,1
Brazil,2021-05-20,19.08,9.39,28.47,9.689999999999998,1
Brazil,2021-05-21,19.35,9.5,28.85,9.850000000000001,1
Brazil,2021-05-22,19.45,9.56,29.01,9.889999999999999,1
Brazil,2021-05-23,19.73,9.66,29.39,10.07,1
Brazil,2021-05-24,19.97,9.8,29.77,10.169999999999998,1
Brazil,2021-05-25,20.22,9.94,30.15,10.28,1
Brazil,2021-05-26,20.46,10.04,30.5,10.420000000000002,1
Brazil,2021-05-27,20.68,10.14,30.82,10.54,1
Brazil,2021-05-28,21.03,10.25,31.28,10.780000000000001,1
Brazil,2021-05-29,21.18,10.29,31.47,10.89,1
Brazil,2021-05-30,21.22,10.31,31.52,10.909999999999998,1
Brazil,2021-05-31,21.52,10.37,31.89,11.15,1
Brazil,2021-06-01,21.8,10.47,32.27,11.33,1
Brazil,2021-06-02,22.22,10.6,32.83,11.62,1
Brazil,2021-06-03,22.44,10.65,33.09,11.790000000000001,1
Brazil,2021-06-04,22.74,10.68,33.42,12.059999999999999,1
Brazil,2021-06-05,22.99,10.73,33.71,12.259999999999998,1
Brazil,2021-06-06,23.08,10.74,33.82,12.339999999999998,1
Brazil,2021-06-07,23.4,10.79,34.19,12.61,1
Brazil,2021-06-08,23.92,10.88,34.8,13.040000000000001,1
Brazil,2021-06-09,24.41,10.94,35.35,13.47,1
Brazil,2021-06-10,24.88,10.99,35.87,13.889999999999999,1
Brazil,2021-06-11,25.4,11.05,36.45,14.349999999999998,1
Brazil,2021-06-12,25.68,11.07,36.75,14.61,1
Brazil,2021-06-13,25.83,11.08,36.91,14.749999999999998,1
Brazil,2021-06-14,26.31,11.11,37.42,15.2,1
Brazil,2021-06-15,26.9,11.16,38.06,15.739999999999998,1
Brazil,2021-06-16,27.43,11.2,38.63,16.23,1
Brazil,2021-06-17,28.42,11.26,39.68,17.160000000000004,1
Brazil,2021-06-18,29.16,11.32,40.48,17.84,1
Brazil,2021-06-19,29.57,11.36,40.92,18.21,1
Brazil,2021-06-20,29.77,11.37,41.14,18.4,1
Brazil,2021-06-21,30.38,11.42,41.81,18.96,1
Brazil,2021-06-22,30.97,11.49,42.46,19.479999999999997,1
Brazil,2021-06-23,31.53,11.56,43.09,19.97,1
Brazil,2021-06-24,32.1,11.71,43.81,20.39,1
Brazil,2021-06-25,32.68,11.8,44.48,20.88,1
Brazil,2021-06-26,33.02,11.85,44.84,21.17,1
Brazil,2021-06-27,33.12,11.88,44.95,21.239999999999995,1
Brazil,2021-06-28,33.59,12.01,45.48,21.580000000000005,1
Brazil,2021-06-29,34.34,12.24,46.36,22.1,1
Brazil,2021-06-30,34.88,12.37,46.99,22.510000000000005,1
Brazil,2021-07-01,35.43,12.52,47.63,22.91,1
Brazil,2021-07-02,36.03,12.66,48.32,23.37,1
Brazil,2021-07-03,36.32,12.73,48.65,23.59,1
Brazil,2021-07-04,36.46,12.77,48.81,23.69,1
Brazil,2021-07-05,37.08,12.94,49.55,24.14,1
Brazil,2021-07-06,37.69,13.15,50.27,24.54,1
Brazil,2021-07-07,38.39,13.44,51.08,24.950000000000003,1
Brazil,2021-07-08,38.99,13.72,51.82,25.270000000000003,1
Brazil,2021-07-09,39.55,13.95,52.48,25.599999999999998,1
Brazil,2021-07-10,39.91,14.11,52.91,25.799999999999997,1
Brazil,2021-07-11,40.07,14.19,53.11,25.880000000000003,1
Brazil,2021-07-12,40.53,14.4,53.71,26.130000000000003,1
Brazil,2021-07-13,41.05,14.66,54.41,26.389999999999997,1
Brazil,2021-07-14,41.54,14.96,55.12,26.58,1
Brazil,2021-07-15,42.14,15.25,55.8,26.89,1
Brazil,2021-07-16,42.61,15.54,56.5,27.07,1
Brazil,2021-07-17,42.93,15.71,56.95,27.22,1
Brazil,2021-07-18,43.02,15.74,57.06,27.28,1
Brazil,2021-07-19,43.56,15.97,57.79,27.590000000000003,1
Brazil,2021-07-20,44.17,16.28,58.67,27.89,1
Brazil,2021-07-21,44.73,16.63,59.54,28.099999999999998,1
Brazil,2021-07-22,45.25,17.03,60.44,28.22,1
Brazil,2021-07-23,45.85,17.26,61.24,28.59,1
Brazil,2021-07-24,46.16,17.4,61.68,28.759999999999998,1
Brazil,2021-07-25,46.26,17.46,61.84,28.799999999999997,1
Brazil,2021-07-26,46.69,17.7,62.49,28.99,1
Brazil,2021-07-27,47.15,18.0,63.24,29.15,1
Brazil,2021-07-28,47.62,18.39,64.07,29.229999999999997,1
Brazil,2021-07-29,48.01,18.75,64.78,29.259999999999998,1
Brazil,2021-07-30,48.52,19.1,65.63,29.42,1
Brazil,2021-07-31,48.8,19.28,66.09,29.519999999999996,1
Brazil,2021-08-01,48.9,19.32,66.23,29.58,1
Brazil,2021-08-02,49.2,19.58,66.77,29.620000000000005,1
Brazil,2021-08-03,49.76,19.89,67.63,29.869999999999997,1
Brazil,2021-08-04,50.47,20.33,68.76,30.14,1
Brazil,2021-08-05,50.97,20.63,69.56,30.34,1
Brazil,2021-08-06,51.48,20.94,70.37,30.539999999999996,1
Brazil,2021-08-07,51.71,21.08,70.74,30.630000000000003,1
Brazil,2021-08-08,51.82,21.15,70.91,30.67,1
Brazil,2021-08-09,52.24,21.44,71.61,30.8,1
Brazil,2021-08-10,52.89,21.82,72.64,31.07,1
Brazil,2021-08-11,53.53,22.13,73.58,31.400000000000002,1
Brazil,2021-08-12,54.24,22.47,74.62,31.770000000000003,1
Brazil,2021-08-13,54.89,22.83,75.63,32.06,1
Brazil,2021-08-14,55.33,23.04,76.27,32.29,1
Brazil,2021-08-15,55.5,23.09,76.48,32.41,1
Brazil,2021-08-16,56.05,23.5,77.45,32.55,1
Brazil,2021-08-17,56.91,24.04,78.84,32.87,1
Brazil,2021-08-18,57.44,24.44,79.76,33.0,1
Brazil,2021-08-19,58.13,24.93,80.93,33.2,1
Brazil,2021-08-20,58.7,25.35,81.92,33.35,1
Brazil,2021-08-21,59.06,25.55,82.48,33.510000000000005,1
Brazil,2021-08-22,59.26,25.62,82.75,33.64,1
Brazil,2021-08-23,59.85,26.01,83.72,33.84,1
Brazil,2021-08-24,60.5,26.47,84.83,34.03,1
Brazil,2021-08-25,61.07,26.86,85.79,34.21,1
Brazil,2021-08-26,61.27,27.31,86.43,33.96000000000001,1
Brazil,2021-08-27,61.74,27.75,87.34,33.99,1
Brazil,2021-08-28,62.05,28.06,87.95,33.989999999999995,1
Brazil,2021-08-29,62.21,28.18,88.23,34.03,1
Brazil,2021-08-30,62.6,28.51,88.95,34.09,1
Brazil,2021-08-31,63.22,29.12,90.18,34.099999999999994,1
Brazil,2021-09-01,63.66,29.61,91.11,34.05,1
Brazil,2021-09-02,64.05,30.14,92.03,33.91,1
Brazil,2021-09-03,64.4,30.7,92.92,33.7,1
Brazil,2021-09-04,64.58,31.01,93.41,33.56999999999999,1
Brazil,2021-09-05,64.65,31.11,93.59,33.540000000000006,1
Brazil,2021-09-06,65.01,31.44,94.29,33.57000000000001,1
Brazil,2021-09-07,65.12,31.59,94.55,33.53,1
Brazil,2021-09-08,65.4,32.11,95.35,33.290000000000006,1
Brazil,2021-09-09,65.75,32.79,96.38,32.96,1
Brazil,2021-09-10,66.13,33.52,97.49,32.60999999999999,1
Brazil,2021-09-11,66.32,33.93,98.1,32.38999999999999,1
Brazil,2021-09-12,66.41,34.07,98.33,32.339999999999996,1
Brazil,2021-09-13,66.62,34.55,99.02,32.07000000000001,1
Brazil,2021-09-14,66.93,35.21,100.01,31.720000000000006,1
Brazil,2021-09-15,67.23,35.76,100.89,31.470000000000006,1
Brazil,2021-09-16,67.45,36.22,101.59,31.230000000000004,1
Brazil,2021-09-17,67.81,36.94,102.67,30.870000000000005,1
Brazil,2021-09-18,67.98,37.27,103.18,30.71,1
Brazil,2021-09-19,68.07,37.38,103.38,30.68999999999999,1
Brazil,2021-09-20,68.24,37.74,103.93,30.499999999999993,1
Brazil,2021-09-21,68.49,38.3,104.77,30.189999999999998,1
Brazil,2021-09-22,68.72,38.85,105.57,29.869999999999997,1
Brazil,2021-09-23,68.97,39.42,106.4,29.549999999999997,1
Brazil,2021-09-24,69.2,40.0,107.24,29.200000000000003,1
Brazil,2021-09-25,69.38,40.31,107.74,29.069999999999993,1
Brazil,2021-09-26,69.46,40.46,107.98,28.999999999999993,1
Brazil,2021-09-27,69.61,40.79,108.57,28.82,1
Brazil,2021-09-28,69.84,41.38,109.43,28.46,1
Brazil,2021-09-29,70.08,41.92,110.22,28.159999999999997,1
Brazil,2021-09-30,70.33,42.46,111.09,27.869999999999997,1
Brazil,2021-10-01,70.55,43.08,112.02,27.47,1
Brazil,2021-10-02,70.67,43.4,112.51,27.270000000000003,1
Brazil,2021-10-03,70.72,43.51,112.69,27.21,1
Brazil,2021-10-04,70.84,43.81,113.2,27.03,1
